cif_file,formula,volume,density,n_atoms,metal,CN_metal,spacegroup,spg_number
qmof-817fdc2.cif,Ni2 P4 H36 C36 N4 O12,889.213881,1.788940521,94,Ni,5,P-1,2
qmof-d4f6af2.cif,Co6 H36 C36 N24 O12,1698.635766,1.320136748,114,Co,5,R-3,148
qmof-f2717c4.cif,Mn6 H60 C88 O28,3064.486925,1.026850677,182,Mn,6,C2/c,15
qmof-762c740.cif,Co4 H40 C40 N8 O16,1289.548581,1.448036447,108,Co,6,P1,1
qmof-c709b2d.cif,Co4 P4 H32 C32 N12 O16,957.0880518,2.0825011,100,Co,5,P2_1,4
qmof-6c5262d.cif,Ni2 H20 C24 N4 O8,549.5881182,1.842538453,58,Ni,6,I4_122,98
qmof-299e646.cif,Co2 H28 C42 N4 O14,921.1577812,1.67748183,90,Co,6,P-1,2
qmof-68a8246.cif,Mn2 H28 C24 N8 O8,707.5668663,1.563936848,70,Mn,6,P-1,2
qmof-c716cfc.cif,Co2 H28 C44 Br8 N8 O8,1237.391859,2.085202455,98,Co,4,C2/c,15
qmof-c2896c6.cif,Mn2 H38 C44 N10 O8,1035.657784,1.514717732,102,Mn,6,P-1,2
qmof-f83c6ad.cif,Co4 H16 C24 N16 O8,749.2488099,1.977399925,68,Co,5,P2_12_12_1,19
qmof-2cc3702.cif,Mn2 H18 C26 N2 O10,660.4072561,1.579819638,58,Mn,6,Imma,74
qmof-4491693.cif,Ni4 H56 C40 N32 O4,1371.608139,1.554304547,136,Ni,6,Pna2_1,33
qmof-82fb334.cif,Co2 H16 C22 N4 O10,575.4404993,1.772529931,54,Co,6,P-1,2
qmof-2b5499a.cif,Co2 P8 H32 C8 N4 O24,736.6784023,2.105338923,78,Co,6,P2_1/c,14
qmof-7c2ca98.cif,Co2 H22 C26 N4 O12,614.8642372,1.891376966,66,Co,6,P-1,2
qmof-d798ea0.cif,Co2 H16 C24 N8 O4,551.1968337,1.802446674,54,Co,6,P2_1/c,14
qmof-8ffd817.cif,Fe2 H42 C62 S4 N22 O4,1829.769466,1.269693681,136,Fe,6,P1,1
qmof-2d1b778.cif,Mn2 H28 C40 N4 O8,967.7900002,1.377016697,82,Mn,6,P-1,2
qmof-addc8ec.cif,Co3 H43 C72 N6 O13,2339.213169,0.977452168,137,Co,6,P1,1
qmof-85fbc0d.cif,Co2 H36 C28 N8 O8,754.2658677,1.608219181,82,Co,6,C2/c,15
qmof-8625e5f.cif,Mn6 H80 C150 N8 O24 F36,5240.620885,1.074739019,304,Mn,6,C2/c,15
qmof-871db39.cif,Co4 H50 C66 N10 O18,2077.578389,1.204408628,148,Co,6,P-1,2
qmof-c9435a0.cif,Ni2 H32 C40 N4 O8,904.0113462,1.495368081,86,Ni,5,P-1,2
qmof-7bea0fe.cif,Co2 H32 C32 N4 O8,690.874735,1.726900893,78,Co,6,P-1,2
qmof-8b992f5.cif,Mn2 H56 C60 N4 O12,1276.680676,1.476236413,134,Mn,6,P2_1/c,14
qmof-d32f614.cif,Mn4 H32 C52 N4 O20,1706.75722,1.218658274,112,Mn,6,P-1,2
qmof-0b43927.cif,Mn4 P8 H44 C16 N4 O28,980.5672932,2.045807724,104,Mn,6,P2_1/c,14
qmof-a3aedc5.cif,Mn2 H24 C32 N12 O8,759.1349288,1.781611583,78,Mn,6,P-1,2
qmof-2b58edc.cif,Co3 H70 C64 N8 O20,1787.886218,1.344938148,165,Co,6,P1,1
qmof-f05b03d.cif,Mn12 H80 C136 O44 F48,3729.75388,1.776067685,320,Mn,6,P2_1/c,14
qmof-132ce90.cif,Ni16 H132 C160 N20 O68,5100.856985,1.419993652,396,Ni,6,P2_1/c,14
qmof-c96d53b.cif,Co2 H56 C72 N8 O8,1512.522049,1.404307278,146,Co,4,P-1,2
qmof-e4d3ca9.cif,Co3 H14 C12 N4 O16,480.2193371,2.237440806,49,Co,6,P1,1
qmof-46b501d.cif,Co4 H32 C40 O16,919.6499065,1.813575104,92,Co,4,P2_1/c,14
qmof-0bf120c.cif,Mn3 H38 C52 N2 O14,1102.570131,1.626060977,109,Mn,6,P-1,2
qmof-417cefc.cif,Co2 H24 C28 N8 O8,786.5775416,1.51662117,70,Co,4,Pc,7
qmof-6a9204c.cif,Co2 H28 C40 N4 Cl4 O8,898.8620892,1.759352831,86,Co,5.5,P1,1
qmof-bad3ee2.cif,Ni4 H32 C36 N12 O16,1372.783495,1.358982353,100,Ni,5.5,C2/c,15
qmof-508b13f.cif,Co2 H40 C44 N4 O8,950.8652578,1.520502316,98,Co,6,P-1,2
qmof-cec6219.cif,Fe3 H36 C36 S4 N2 O16,996.6099414,1.746947386,97,Fe,6,P-1,2
qmof-8d4b921.cif,Co1 H22 C24 N4 O6,688.9243294,1.256719932,57,Co,4,P-1,2
qmof-f130ab1.cif,Ni4 H108 C72 N20 O16,2407.82013,1.203102097,220,Ni,6,P-1,2
qmof-1b95eaa.cif,Mn1 H46 C42 N10 O10,918.9683417,1.63676913,109,Mn,6,P-1,2
qmof-c1579af.cif,Ni1 H8 C10 S2 N6,308.078659,1.805828575,27,Ni,6,C2/m,12
qmof-45a18aa.cif,Co3 H90 C132 N18,2854.918859,1.224382641,243,Co,6,R-3,148
qmof-6880c1e.cif,Mn2 H28 C32 N20 O2,849.9652651,1.630469082,84,Mn,6,P-1,2
qmof-82f9a80.cif,Co3 H72 C90 N12 O18,2207.627981,1.343701673,195,Co,6,P3_121,152
qmof-461e88d.cif,Co3 P1 H12 C18 N3 O10,499.0013333,2.123339035,47,Co,6,P1,1
qmof-1d78da0.cif,Co2 H12 C16 N8 Cl4,740.2843689,1.292027771,42,Co,4,P-1,2
qmof-b202db2.cif,Co2 H36 C52 N8 Cl4 O8,1214.822208,1.586381009,110,Co,4,P1,1
qmof-aa0100a.cif,Mn2 H32 C32 N4 O8,710.8477029,1.659714151,78,Mn,6,P2_1/c,14
qmof-43db536.cif,Ni2 H28 C20 N4 O10,635.5887943,1.572377222,64,Ni,6,P2_1,4
qmof-f9d75da.cif,Co12 H132 C204 N12 O48,4782.570492,1.467461177,408,Co,5,R-3c,167
qmof-830caa3.cif,Co8 H120 C152 N16 O32,5480.770049,0.955624963,328,Co,5,P2/c,13
qmof-f284c0f.cif,Co4 H44 C56 N20 O24,1548.174487,1.734146344,148,Co,4,P2_1/c,14
qmof-65807e0.cif,Fe2 H12 C4 N4 O8,297.6529116,1.985208065,30,Fe,6,C2,5
qmof-f2ed1a3.cif,Mn4 H24 C36 N8 O20,924.1201913,1.991614231,92,Mn,5,P2_1/c,14
qmof-3347f41.cif,Mn4 H16 C24 N8 O16,932.1545664,1.589328458,68,Mn,6,P2_12_12_1,19
qmof-ec51380.cif,Co4 H20 C24 N16,963.9835552,1.323381917,64,Co,4,P1,1
qmof-ab1627d.cif,Co4 H80 C96 S4 N8 O26,2559.138239,1.379291091,218,Co,6,P-1,2
qmof-31eab7b.cif,Co4 H80 C120 S4 N8 O24,3244.85557,1.218951941,240,Co,6,C2/c,15
qmof-04ef21f.cif,Ni3 H30 C20 N4 O20,732.2189612,1.865387041,77,Ni,6,P-1,2
qmof-30306da.cif,Mn6 H96 C120 N12 O34,3200.915522,1.338288971,268,Mn,6,C2/c,15
qmof-554fc14.cif,Mn8 H88 C112 N8 O48,3355.614372,1.362543905,264,Mn,5.5,P2_1/c,14
qmof-7344c24.cif,Co1 H8 C8 S2 N8,286.8979124,1.963640313,27,Co,4,P-1,2
qmof-9e2ce18.cif,Co4 H60 C60 N8 O20,1807.013348,1.331447314,152,Co,6,P2_1/c,14
qmof-757860d.cif,Ni6 H44 C60 N12 O28,2515.651241,1.144066305,150,Ni,6,P2/c,13
qmof-c8d8581.cif,Mn4 H40 C48 N40,1701.857521,1.362938002,132,Mn,6,P-1,2
qmof-7acc00d.cif,Co2 H24 C32 N8 O12,959.3027498,1.437489482,78,Co,5,P-1,2
qmof-d141d6f.cif,Co8 H88 C144 N56 O48,4034.423276,1.581360247,344,Co,5,P2_12_12_1,19
qmof-c80d5aa.cif,Co1 H24 C26 S2 N14,693.3008704,1.570302631,67,Co,6,P-1,2
qmof-182e007.cif,Co12 H64 C104 N16 O52,5183.503135,0.985685689,248,Co,6,P2_1,4
qmof-c8783dd.cif,Mn4 H32 C48 N8 O16,1109.758154,1.790427068,108,Mn,6,P2_1/c,14
qmof-aa12b02.cif,Ni4 H40 C68 N12 O16,2251.305797,1.11810395,140,Ni,6,C2/m,12
qmof-5d05c82.cif,Co4 H44 C68 N12 O16,3099.699103,0.814750552,144,Co,5,P2_1/c,14
qmof-5091dcd.cif,Ni4 H152 C106 N24 O24,3774.468843,1.047611524,310,Ni,6,P-1,2
qmof-eda3909.cif,Co20 H120 C120 N80,5608.979193,1.143178871,340,Co,4,P2_1/c,14
qmof-ad52eb9.cif,Mn4 H24 C24 N8 O24,783.3791589,2.179571132,84,Mn,6,P-1,2
qmof-ce9c9f9.cif,Co2 H54 C40 N8 O8,1149.922025,1.289202807,112,Co,4,P2,3
qmof-70d5ada.cif,Mn8 H80 C64 O60,2312.81021,1.614573005,212,Mn,6,P-1,2
qmof-1ad21a1.cif,Fe6 H48 C84 N12 O26,3768.527785,0.870874263,176,Fe,6,Cmc2_1,36
qmof-305af65.cif,Mn3 H12 C21 O15,769.4998648,1.44393579,51,Mn,6,P1,1
qmof-b0402ac.cif,Fe3 H48 C72 N30,1965.018328,1.268325251,153,Fe,6,R-3,148
qmof-44da106.cif,Co2 H32 C36 N4 O12,864.2376269,1.595764424,86,Co,6,Pc,7
qmof-45d3e8b.cif,Ni2 H44 C54 N8 Cl4 O10,1239.321135,1.640243167,122,Ni,5,P-1,2
qmof-159127d.cif,Mn2 H64 C108 S4 N20 O16,2840.455275,1.24866802,214,Mn,6,P-1,2
qmof-ef51e3b.cif,Mn12 H24 C24 O48,1253.858096,2.303927757,108,Mn,6,P1,1
qmof-445a47d.cif,Ni4 H48 C72 S8 N24,2509.58572,1.151721621,156,Ni,6,Pbcn,60
qmof-65b4335.cif,Ni4 H48 C64 O36,1703.842054,1.586447081,152,Ni,6,P1,1
qmof-15c4a0c.cif,Mn6 H80 C124 N8 O30,3054.086196,1.354723422,248,Mn,6,C2/c,15
qmof-ce36f66.cif,Co1 H18 C18 N2 O6,476.4031704,1.454455637,45,Co,6,P-1,2
qmof-7c7b193.cif,Ni16 H80 C80 O80,2890.426844,1.87316627,256,Ni,6,P1,1
qmof-f7d5cc6.cif,Co12 H52 C44 S4 N20 O40,1986.597881,1.952971912,172,Co,5.666666667,C2/c,15
qmof-e2e9e5f.cif,Co4 H68 C72 N16 O16,1970.281565,1.389883868,176,Co,4,P2_1/c,14
qmof-511ea8e.cif,Co4 H64 C64 S4 N16 O16,2225.055452,1.25174162,168,Co,4,Pnma,62
qmof-9be5910.cif,Mn1 H22 C24 N14 O6,716.9783577,1.522692488,67,Mn,6,P-1,2
qmof-a59ed25.cif,Co12 H168 C200 S12 N8 O80,5677.138379,1.478700135,480,Co,5,P2_1/c,14
qmof-1dabb5e.cif,Mn4 H12 C8 O12,347.1058024,2.487302711,36,Mn,6,P2_1/c,14
qmof-a89b009.cif,Mn2 H58 C82 N14 O8,1933.901634,1.268481975,164,Mn,6,P-1,2
qmof-f9d1025.cif,Co12 H126 C150 N18 O54,4634.31637,1.344354316,360,Co,6,P1,1
qmof-03d685b.cif,Co2 H40 C24 O16,750.1584893,1.554890668,82,Co,6,C2/c,15
qmof-265801c.cif,Mn2 H32 C24 O16 F8,857.2791899,1.623901736,82,Mn,6,C2/c,15
qmof-9f49103.cif,Co1 H30 C28 N4 O12,688.918691,1.62335187,75,Co,6,P-1,2
qmof-8d35173.cif,Ni2 H24 C28 N4 O8,566.1847761,1.941255097,66,Ni,6,P2_1/c,14
qmof-096fa3d.cif,Co4 H112 C104 N32 O16,2937.712017,1.301169317,268,Co,6,P-1,2
qmof-a0ac3c3.cif,Mn8 H40 C32 N8 O32,1188.642637,2.07902031,120,Mn,6,Pbca,61
qmof-8c0809c.cif,Co6 H24 C36 N36 O24,2535.185824,1.112448011,126,Co,4,I-43m,217
qmof-5ea6780.cif,Mn3 H12 C16 N2 O16,480.5910698,2.256538364,49,Mn,6.666666667,P-1,2
qmof-c95bdf0.cif,Co4 H64 C64 N16,2454.494133,0.874775655,148,Co,4,P4_2/ncm,138
qmof-f251d7a.cif,Co4 H30 C30 N4 O20,1076.171671,1.546565118,88,Co,6,P-1,2
qmof-0ab76f3.cif,Co4 H32 C52 N4 O20,1589.570971,1.325194193,112,Co,6,P2/c,13
qmof-34c6dd2.cif,Co4 H32 C52 N4 O20,1611.250034,1.307363957,112,Co,6,C2/c,15
qmof-dd7b7aa.cif,Co12 H160 C212 N16 O48,6940.540445,1.054339994,448,Co,5.333333333,P1,1
qmof-dfdcb3c.cif,Mn2 H16 C16 N12 O8,508.9476818,2.004107776,54,Mn,6,P2_1/c,14
qmof-806f8b5.cif,Co8 H56 C56 N40 O16,2529.721073,1.323830426,176,Co,5,I4_1/a,88
qmof-31b35f6.cif,Mn4 H24 C16 O24,639.5808063,2.129218565,68,Mn,6,P2_12_12_1,19
qmof-6dead95.cif,Mn4 H28 C28 N32,979.6763504,1.750054997,92,Mn,6,P1,1
qmof-4bbe9a9.cif,Ni8 H54 C96 N24 O6,8606.860857,0.406924573,188,Ni,6,Fm-3m,225
qmof-5217587.cif,Ni6 H54 C42 N6 O30,1317.134301,1.859640295,138,Ni,6,P-1,2
qmof-145a0bf.cif,Co2 H28 C40 N4 O8,882.8189756,1.524583445,82,Co,6,Cc,9
qmof-cd363bf.cif,Co2 P2 H10 C8 N4 O8,333.5400096,2.339913826,34,Co,6,Cc,9
qmof-1c152b7.cif,Co1 H20 C16 N4 O8,431.4863217,1.752127045,49,Co,6,P-1,2
qmof-1278662.cif,Co1 H20 C18 N4 O6,434.7712218,1.708420503,49,Co,6,P-1,2
qmof-134a580.cif,Fe2 H10 C16 O10,819.1604683,0.960723753,38,Fe,6,Imma,74
qmof-52799e2.cif,Co6 H104 C156 N28 O32,7126.138321,0.754116764,326,Co,6,P2_1/c,14
qmof-67a6473.cif,Co6 H52 C76 N8 O28,1942.462407,1.606169482,170,Co,5.333333333,P-1,2
qmof-c7761f6.cif,Co3 H26 C40 N4 O10,856.7289531,1.743351701,83,Co,4.666666667,P1,1
qmof-0ec2ee1.cif,Co4 H80 C100 N24 O16,2466.263952,1.420389432,224,Co,5,P2/c,13
qmof-e8df2d4.cif,Mn1 H12 C8 N6 O2,301.1009358,1.539525739,29,Mn,6,C2/m,12
qmof-096b649.cif,Co2 H26 C40 N14 O8,1306.640997,1.205511289,90,Co,6,P-1,2
qmof-af44312.cif,Co1 H46 C44 N2 O6,896.3444854,1.403837156,99,Co,6,P-1,2
qmof-14eb177.cif,Co2 H36 C44 N8 O8,1085.662793,1.411241715,98,Co,4,P-1,2
qmof-50395c8.cif,Fe1 H8 C10 S2 N12,442.9301726,1.560425197,33,Fe,6,P-1,2
qmof-7368acd.cif,Ni2 H34 C46 N8 O10,920.724946,1.760582825,100,Ni,6,P-1,2
qmof-12fd885.cif,Co4 H28 C36 N8 O20,1252.790692,1.49563869,96,Co,6,P2_1,4
qmof-9798592.cif,Co1 H14 C16 S2 N4 O4,426.3977905,1.750000547,41,Co,4,P-1,2
qmof-b30a68e.cif,Ni2 H16 C28 S8 N12,843.0945355,1.761616358,66,Ni,4,P-1,2
qmof-472da64.cif,Co8 H96 C108 N16 O32,3588.862942,1.203680655,260,Co,5,P2_1/c,14
qmof-902290d.cif,Co4 H16 C18 N8 O14,760.227414,1.756363278,60,Co,6,P-1,2
qmof-57e2359.cif,Ni1 H26 C32 N10 O6,756.0080628,1.549173386,75,Ni,6,P-1,2
qmof-b2dbb73.cif,Ni2 H24 C16 S2 N4 O8,505.6098061,1.911095478,56,Ni,6,Pmc2_1,26
qmof-2edfe81.cif,Ni4 H120 C112 N8 O40,3065.19619,1.328863265,284,Ni,6,P2_1/c,14
qmof-6a3f73b.cif,Mn1 H28 C46 N8 O6,884.1182265,1.584630912,89,Mn,6,P-1,2
qmof-600e097.cif,Mn4 H52 C64 N12 O16,1961.325942,1.240261976,148,Mn,6,C2/c,15
qmof-bd93e36.cif,Fe4 H96 C60 S8 N16 Cl8,2441.6698,1.227574617,192,Fe,4,Pca2_1,29
qmof-e72c3e9.cif,Co4 H24 C24 N16,1022.74669,1.253891421,68,Co,4,P1,1
qmof-d017d3d.cif,Ni7 H38 C18 N6 O20,791.4088493,2.243772179,89,Ni,6,R-3,148
qmof-740e83b.cif,Co1 H22 C30 N6 O6,611.9998784,1.686222069,65,Co,6,P-1,2
qmof-b6d938a.cif,Co8 H144 C208 N32 O40,5386.673768,1.295658023,432,Co,6,Pnna,52
qmof-56c40ef.cif,Co4 P4 H48 C24 N4 Cl4 O12,980.2419442,1.839859118,100,Co,4,P2_1/c,14
qmof-f40f3e7.cif,Co1 H50 C40 N2 O4,1024.178142,1.105378389,97,Co,6,P-1,2
qmof-8d2aecd.cif,Co2 H36 C40 N12 O10,943.4848425,1.694278012,100,Co,6,P-1,2
qmof-2001b2e.cif,Ni4 H28 C28 N4 O24,858.7700962,2.009631464,88,Ni,6,P2_12_12_1,19
qmof-8e8a76a.cif,Fe2 H12 C12 N8,381.4876721,1.653921108,34,Fe,4,I222,23
qmof-ca73b53.cif,Fe2 H10 C16 O10,404.4231261,1.94594935,38,Fe,6,P1,1
qmof-3ae8344.cif,Mn2 P4 H36 C36 N4 O12,901.6833378,1.750369392,94,Mn,6,P-1,2
qmof-04a6cff.cif,Mn4 H36 C28 N4 O28,948.9150979,1.918536295,100,Mn,6,Pca2_1,29
qmof-14b40ea.cif,Co3 H72 C126 N18 Cl6,2863.162279,1.291909726,225,Co,6,R-3,148
qmof-e38ab74.cif,Co12 H72 C120 N48,4811.536903,0.998550641,252,Co,4,P4_2/ncm,138
qmof-a8bfcf3.cif,Co2 P2 H20 C6 N2 O16,407.4285169,2.266231477,48,Co,6,P2_1,4
qmof-0da3623.cif,Mn2 H40 C52 S4 N8 Cl4,1274.750296,1.506991045,110,Mn,6,P-1,2
qmof-c97f3de.cif,Co2 H20 C16 O8,404.4117534,1.881362324,46,Co,5,P1,1
qmof-acc11bc.cif,Ni2 H30 C46 N8 O12,1046.881308,1.592781222,98,Ni,6,P-1,2
qmof-f747cbc.cif,Co4 H36 C56 N16 O18,1716.614307,1.409128926,130,Co,6,P1,1
qmof-fcb8885.cif,Ni8 H120 C144 N64 O48,4741.014888,1.395549217,384,Ni,6,P2_1/c,14
qmof-de74ec5.cif,Ni2 H32 C36 N24 O4,1041.325458,1.566230508,98,Ni,6,P2_1/c,14
qmof-bebcb31.cif,Mn2 H28 C46 N6 Cl2 O8,944.845004,1.710955692,92,Mn,5,P-1,2
qmof-dbc27ec.cif,Ni2 H40 C56 N4 O8,1332.488178,1.264046702,110,Ni,6,P1,1
qmof-1e7ef25.cif,Fe4 H48 C72 N24,2113.852075,1.156875243,148,Fe,6,C2/c,15
qmof-201cfda.cif,Mn8 H32 C40 N16 O36,1527.948833,1.904328286,132,Mn,6,P2_1/c,14
qmof-8aecaef.cif,Mn2 H24 C40 N20,861.4682227,1.724458066,86,Mn,6,C2/c,15
qmof-bb2839a.cif,Co1 H24 C30 S2 N6 O8,993.0318233,1.203325763,71,Co,6,P-1,2
qmof-8185c91.cif,Ni2 H12 C16 N4 O8,390.8351617,2.148459609,42,Ni,6,P2_1/c,14
qmof-815e12a.cif,Ni4 H36 C16 N4 O24,764.1782888,1.96272307,84,Ni,6,P2_12_12_1,19
qmof-7e031d2.cif,Mn2 H32 C36 S6 N8 O8,1027.322562,1.627616099,92,Mn,6,P-1,2
qmof-0454c23.cif,Co1 H32 C44 N10 O6,916.5043101,1.55041163,93,Co,6,P-1,2
qmof-8975a46.cif,Mn4 H56 C80 S8 N16 O16,2774.383498,1.181291932,180,Mn,6,P2_1/c,14
qmof-a5a6fa2.cif,Co2 H32 C44 N4 O12,865.4953397,1.777795305,94,Co,6,P-1,2
qmof-eb2e363.cif,Co2 H38 C44 N10 O8,1015.458363,1.557914605,102,Co,6,P-1,2
qmof-3d7169c.cif,Cr2 H10 C16 O10,759.8112039,1.01894315,38,Cr,6,Imma,74
qmof-baa8c3c.cif,Mn4 H48 C64 N8 O16,1681.291546,1.38752164,140,Mn,6,P2_1/c,14
qmof-599e3b3.cif,Mn2 H30 C46 N2 O8 F12,1214.62407,1.471837785,100,Mn,5,P1,1
qmof-919ea19.cif,Mn4 P4 H40 C24 N4 O20,946.2630599,1.839485885,96,Mn,6,P2_1/c,14
qmof-5a8e468.cif,Fe2 H64 C100 S4 N12,2098.518832,1.324311394,182,Fe,6,C2/m,12
qmof-5a28a47.cif,Ni8 H32 C16 N16 O32,1138.563005,2.085674036,104,Ni,6,I4_1/acd,142
qmof-13acee7.cif,Fe2 H28 C42 N4 O14,924.3124573,1.660660626,90,Fe,6,P-1,2
qmof-5a2471d.cif,Mn6 H12 C36 O18,1780.71896,0.990417455,72,Mn,5,P-1,2
qmof-096bf27.cif,Ni4 H60 C80 N8 O18,2891.66359,0.951044166,170,Ni,6,Fdd2,43
qmof-ff2f085.cif,Co3 H46 C52 N8 O16,1261.557545,1.600264422,125,Co,6,P-1,2
qmof-766433e.cif,Mn2 H28 C24 N20,752.0707409,1.559897057,74,Mn,6,P-1,2
qmof-6898ab9.cif,Mn2 H28 C28 S4 N4 O10,818.0296049,1.661856907,76,Mn,5,P-1,2
qmof-db5580b.cif,Co2 P2 H26 C24 N6 O10,741.8894044,1.652530473,70,Co,6,P-1,2
qmof-8e17abb.cif,Ni2 H46 C38 N2 O18,963.2385361,1.613860177,106,Ni,6,P-1,2
qmof-4369f46.cif,Ni2 H24 C36 N4 O8,821.5305067,1.532095236,74,Ni,5,P-1,2
qmof-8c6011b.cif,Co2 P4 H14 C8 N6 O14,462.603533,2.369067892,48,Co,6,P-1,2
qmof-59fd38f.cif,Co2 H30 C34 Br2 N8 O8,880.8567764,1.802807656,84,Co,4,C2,5
qmof-c49d30b.cif,Co2 H28 C36 N24,887.6038345,1.71110873,90,Co,6,P2_1/c,14
qmof-002580c.cif,Co2 H32 C32 N8 O8,809.6951182,1.588384144,82,Co,4,P-1,2
qmof-8990774.cif,Co4 H72 C88 N16 O24,2237.683053,1.464374621,204,Co,6,P-1,2
qmof-402926d.cif,Mn2 H32 C36 N4 O12,881.4977944,1.549466671,86,Mn,6,P2/c,13
qmof-03dde57.cif,Co2 H36 C36 N8 O10,873.030448,1.633063302,92,Co,6,P-1,2
qmof-875191b.cif,Co4 H84 C120 N12 O16,2806.818839,1.293111888,236,Co,6,P1,1
qmof-a1bc243.cif,Ni4 H152 C114 N24 O16,3367.536145,1.158470095,310,Ni,6,P-4b2,117
qmof-b5c2834.cif,Co4 H72 C88 N16 Cl8,2794.219988,1.113066233,188,Co,4,P2_1/c,14
qmof-52246fc.cif,Mn2 H36 C36 N4 O10,896.0244243,1.472516881,88,Mn,5,P2_1,4
qmof-cb81f47.cif,Co4 H80 C76 N16 O16,2164.658095,1.311211318,192,Co,4,P-1,2
qmof-61f9572.cif,Fe6 H12 C24 O30,1324.782685,1.398095004,72,Fe,6,R-3,148
qmof-dc165ea.cif,Ni4 H56 C80 N16 O20,1852.623885,1.609937966,176,Ni,5.5,P1,1
qmof-ab6b13f.cif,Mn1 H26 C22 N6 O8,646.9856207,1.430649815,63,Mn,6,P-1,2
qmof-2aa8eb1.cif,Co2 H8 C32 S4 N6 O10 F24,1121.052551,1.98267097,86,Co,6,P-1,2
qmof-06bc0e5.cif,Co4 H84 C80 N16 O20,2427.348263,1.24871515,204,Co,4,P2_1/c,14
qmof-eda13fa.cif,Ni6 H72 C60 N4 O48,2415.450442,1.353875544,190,Ni,6,P2_1/c,14
qmof-2520893.cif,Mn2 H28 C32 N12 O10,906.1459996,1.558594019,84,Mn,6,P-1,2
qmof-39a2f45.cif,Mn3 H30 C36 N24,968.4368519,1.652242662,93,Mn,6,P1,1
qmof-8491eff.cif,Co2 H12 C14 N8,414.7178717,1.642309555,36,Co,4,C2/c,15
qmof-e6adc28.cif,Ni4 H96 C144 N8 O16,4885.395016,0.825654776,268,Ni,6,Cc,9
qmof-d47560b.cif,Fe2 H48 C54 S4 N12 O8,2490.561827,0.822071127,128,Fe,6,Cccm,66
qmof-f1d2d60.cif,Co3 H16 C20 N12 O12,710.9340834,1.852721057,63,Co,6,P-1,2
qmof-705ecf9.cif,Co2 H36 C40 S4 N16 O4,1103.873533,1.580919579,102,Co,4,P-1,2
qmof-8ada83c.cif,Ni4 H48 C60 N4 O16,3213.314915,0.679970834,132,Ni,5,P2_1/m,11
qmof-a76ae33.cif,Ni4 H20 C20 N20 O12,779.4574179,2.060657711,76,Ni,6,C2/c,15
qmof-ba2dc43.cif,Mn2 H30 C32 N2 O10,722.116343,1.638343278,76,Mn,6,P-1,2
qmof-d427817.cif,Mn4 H16 C4 Se4 N4 O12,454.2562762,3.099075513,44,Mn,6,Pnnm,58
qmof-e6bb80c.cif,Ni4 H136 C106 N24 O16,3382.686563,1.098197062,286,Ni,6,P-4b2,117
qmof-1c91623.cif,Co2 H32 C40 N8 O10,959.0662302,1.562765939,92,Co,6,P-1,2
qmof-54602db.cif,Ni16 H124 C156 N20 O64,5068.347686,1.389752188,380,Ni,6,P2_1/c,14
qmof-e819917.cif,Fe4 H28 C40 N12 O20,1198.420382,1.690576715,104,Fe,6,Pna2_1,33
qmof-d45e712.cif,Co4 H64 C68 N8 O24,2003.180675,1.337104738,168,Co,6,P1,1
qmof-2ff52f1.cif,Co4 H12 C24 S4 N4 O8,889.4829718,1.583781096,56,Co,5,C222_1,20
qmof-d69465b.cif,Mn2 H20 C30 S2 N6 O8,664.6396228,1.915080753,68,Mn,5,P-1,2
qmof-cd92f99.cif,Mn4 H48 C24 O20,924.3465305,1.574366351,96,Mn,6,C2/c,15
qmof-d6d1915.cif,Ni2 H36 C40 S4 N8 O12,1026.439825,1.725196655,102,Ni,6,P2_1/c,14
qmof-5eeb6a4.cif,Mn2 H62 C68 N2 O24,1740.002625,1.337108866,158,Mn,6,P-1,2
qmof-e312e94.cif,Co4 P4 H36 C36 N8 O12,1109.954163,1.694037123,100,Co,4,P1,1
qmof-684e6eb.cif,Fe1 P2 H38 C36 O4,747.1767426,1.450076751,81,Fe,6,P-1,2
qmof-b8be726.cif,Co1 H14 C14 N2 O8,346.4506832,1.903793887,39,Co,6,P-1,2
qmof-c0f3800.cif,Co6 H80 C136 N8 O24,3430.918217,1.240825783,254,Co,6,Cc,9
qmof-b9e6452.cif,Mn2 H32 C52 N4 O8,1062.924748,1.485230941,98,Mn,6,C2/c,15
qmof-7203761.cif,Co3 H78 C126 N18,2876.914486,1.166445164,225,Co,6,P-1,2
qmof-dd74e9c.cif,Ni4 H48 C16 O32,790.9069875,2.072887719,100,Ni,6,P1,1
qmof-14733c4.cif,Co2 H32 C44 N8 O8,1040.471353,1.466102571,94,Co,4,P-1,2
qmof-e45b793.cif,Ni2 H36 C32 S4 N8,852.1668367,1.516657372,82,Ni,6,P-1,2
qmof-f343390.cif,Co2 H22 C34 N6 O8,705.1501273,1.790740339,72,Co,6,P1,1
qmof-c530710.cif,Mn2 H16 C16 O16,464.2371973,2.053741001,50,Mn,6,C2/c,15
qmof-8925726.cif,Co4 H56 C60 N8 O20,1648.272138,1.455614105,148,Co,6,P2_1/c,14
qmof-96f9ef7.cif,Mn2 H28 C28 N4 O8,692.033318,1.579883688,70,Mn,6,P-1,2
qmof-af041e2.cif,Mn2 H12 C18 O14,452.554379,2.062694187,46,Mn,6,P-1,2
qmof-072c43e.cif,Ni3 H24 C42 N12 O12,3216.015987,0.549789237,93,Ni,6,Cmmm,65
